State,County,Tract,Median Household Income,Black Population Percentage
17,031,803901,79034,1.6747703943814154
17,031,803902,106012,0.6003430531732418
17,031,804000,88559,0.23544520547945205
17,031,804102,170819,1.8499635833940278
17,031,804104,145156,0.3091190108191654
17,031,804105,152386,3.2709172789760608
17,031,804106,139139,0.17975663716814158
17,031,804108,91795,13.480445706794844
17,031,804109,155469,1.7208413001912046
17,031,804202,178385,0.6876352986119955
17,031,804203,225486,0.0
17,031,804204,149778,2.5752698352584735
17,031,804305,81277,5.378690629011553
17,031,804306,88125,2.696347389873021
17,031,804308,79205,8.333333333333332
17,031,804309,86885,2.2047719722138326
17,031,804312,158467,0.0
17,031,804313,121986,5.988716910169247
17,031,804314,106410,0.0
17,031,804315,98050,0.0
17,031,804316,110667,0.42091271599468316
17,031,804403,79203,4.321972443799855
17,031,804404,86802,1.5807436680438296
17,031,804405,72031,16.995221027479094
17,031,804406,72237,6.416005519144533
17,031,804505,84728,2.4149286498353457
17,031,804506,132679,2.2865853658536586
17,031,804508,65708,8.912579957356078
17,031,804509,90174,3.3850931677018634
17,031,804510,80801,4.824642790870291
17,031,804511,68516,4.2524619516562225
17,031,804512,146710,13.248945147679326
17,031,804513,151051,7.860378363975486
17,031,804514,111713,2.062813603419439
17,031,804603,98247,12.405778894472363
17,031,804606,136908,1.0710348086312806
17,031,804607,126192,1.1589855467684755
17,031,804608,120565,2.6141992294991745
17,031,804609,110833,1.234773902886701
17,031,804610,75191,0.782414307004471
17,031,804611,85451,1.3465627214741318
17,031,804701,78522,10.509500588532033
17,031,804705,75563,12.973443622115804
17,031,804706,116354,1.2860310421286032
17,031,804709,93586,3.5133531157270035
17,031,804710,95703,1.1209593326381648
17,031,804711,83787,14.313346228239846
17,031,804712,95590,16.902964463266436
17,031,804713,97781,7.219933294094566
17,031,804714,104286,0.4894463138574488
17,031,804715,62183,1.7738946253640455
17,031,804716,112725,2.3700804522722327
17,031,804803,88412,5.05482252369448
17,031,804804,70750,4.83983286908078
17,031,804805,110636,1.0997067448680353
17,031,804806,91875,17.051792828685258
17,031,804807,98906,0.3966107806021273
17,031,804808,133125,3.1791907514450863
17,031,804809,110219,3.231292517006803
17,031,804810,83477,5.708180708180708
17,031,804901,132232,1.8199082133248932
17,031,804902,123337,3.2075166045682812
17,031,805001,133456,0.8860249697946033
17,031,805002,71682,2.5423728813559325
17,031,805105,76679,4.355567730447884
17,031,805106,77808,0.10256410256410256
17,031,805107,58354,9.137055837563452
17,031,805108,73575,7.592156862745098
17,031,805109,102727,2.3061717548868876
17,031,805110,99504,0.06755235307363207
17,031,805111,60470,8.98456943753111
17,031,805112,73859,3.92512077294686
17,031,805201,108800,1.6443207690361752
17,031,805202,97946,2.4158314058082753
17,031,805301,119196,0.0
17,031,805302,103498,0.5646817248459959
17,031,805401,109500,2.05716760502382
17,031,805402,99271,0.9781944161402079
17,031,805501,131979,2.3024445707788517
17,031,805502,151131,0.06920415224913494
17,031,805600,163182,0.5423445974134334
17,031,805701,157411,1.9585898153329604
17,031,805702,145250,0.0
17,031,805801,115469,0.2542372881355932
17,031,805802,142031,0.7904411764705882
17,031,805901,85516,4.155313351498638
17,031,805902,144931,1.4058106841611997
17,031,806001,53893,5.816788575409265
17,031,806002,67317,6.053904630269523
17,031,806004,64832,1.373975291536774
17,031,806005,100375,6.7453004054552155
17,031,806006,61329,0.7923930269413629
17,031,806102,108386,9.502890173410403
17,031,806103,99701,1.4728096676737161
17,031,806104,50839,14.25459825750242
17,031,806201,69325,4.463937621832359
17,031,806202,73491,2.8143348856043735
17,031,806300,102292,4.356659142212189
17,031,806400,116628,2.1702838063439067
17,031,806501,65750,5.331654072208228
17,031,806502,72182,3.624465139692927
17,031,806600,97708,0.8032128514056224
17,031,806700,114593,7.923112986404125
17,031,806801,74004,7.083525611444393
17,031,806802,109125,10.173094442757364
17,031,806900,84438,5.611875452570601
17,031,807000,56434,17.54684838160136
17,031,807100,146719,5.792207792207792
17,031,807200,97212,12.665125495376486
17,031,807300,77307,8.079061148857319
17,031,807400,91926,15.344827586206897
17,031,807500,141411,6.075187969924812
17,031,807600,101432,6.44089254628897
17,031,807700,66984,10.990082913347424
17,031,807800,151538,1.0669610007358352
17,031,807900,108351,5.983889528193326
17,031,808001,93958,1.2276785714285714
17,031,808002,87460,3.034276081663233
17,031,808100,56131,4.873599166015116
17,031,808200,84250,2.2390630382363073
17,031,808301,77500,1.0038240917782026
17,031,808302,74539,2.060760569364776
17,031,808400,116096,4.468233651384687
17,031,808500,128254,1.6151361329026301
17,031,808600,156635,1.2674825174825175
17,031,808702,56463,8.028222730739893
17,031,808800,159500,1.4027033919918388
17,031,808900,183893,1.153846153846154
17,031,809000,193500,4.9703264094955495
17,031,809100,107000,3.011864922421661
17,031,809200,48839,62.240065884290715
17,031,809300,43732,9.439466555532402
17,031,809401,105231,2.9871483153872873
17,031,809402,67014,3.907113896056027
17,031,809500,74538,7.626105665790103
17,031,809600,76844,34.06695598264104
17,031,809700,132875,31.186258722490606
17,031,809800,76444,13.904899135446685
17,031,809900,119476,3.6231884057971016
17,031,810000,120809,3.620078372830752
17,031,810100,93056,8.429035752979415
17,031,810200,71948,41.17032392894462
17,031,810301,89390,26.889661164205037
17,031,810302,116860,18.5941724241514
17,031,810400,131419,1.0129235068110374
17,031,810501,78798,1.2549914432401599
17,031,810502,70781,0.8210742387957578
17,031,810600,66533,1.3171649592306083
17,031,810701,52331,0.0
17,031,810702,59964,2.6432806324110674
17,031,810800,95197,0.9041250706347712
17,031,810900,53679,4.775458570524984
17,031,811000,94743,0.7958219348420791
17,031,811100,66788,0.04363001745200698
17,031,811200,77912,0.0
17,031,811301,68153,2.487215248721525
17,031,811302,63035,5.3911735205616855
17,031,811401,85577,2.124149309135904
17,031,811402,78167,1.6595542911332386
17,031,811500,77550,0.0
17,031,811600,61162,1.5445340655568902
17,031,811701,70500,0.22916069894013177
17,031,811702,62679,2.4292965917331397
17,031,811800,95236,3.1757488271382175
17,031,811900,158833,6.154097290238329
17,031,812000,138899,2.4807056229327453
17,031,812100,135234,31.803143093465675
17,031,812200,225333,13.73070782331027
17,031,812301,87476,11.709104938271606
17,031,812302,125625,11.426543647977288
17,031,812400,250001,4.0667678300455234
17,031,812500,71310,26.407936971111763
17,031,812600,72269,32.94314381270903
17,031,812700,88717,17.913451861791348
17,031,812801,73375,28.66391995291348
17,031,812802,83783,23.637650389242744
17,031,812900,145625,15.01743679163034
17,031,813000,144821,19.122257053291534
17,031,813100,122014,21.907379995770775
17,031,813200,131042,8.89034512887724
17,031,813301,48958,2.12636695018226
17,031,813302,51810,3.6640165917732457
17,031,813400,66799,3.1896761626491354
17,031,813500,73393,4.318831375039696
17,031,813600,64849,0.8053221288515405
17,031,813701,56311,6.353591160220995
17,031,813702,69795,14.57936003390549
17,031,813801,47604,1.6453382084095063
17,031,813802,64464,2.279981760145919
17,031,813900,66161,7.213018618970825
17,031,814000,61552,1.8637674728200575
17,031,814100,47679,1.4604631754642188
17,031,814200,68380,1.6005909874415167
17,031,814300,52535,2.70042194092827
17,031,814400,62481,2.0125457396759017
17,031,814500,90564,3.4970999658819517
17,031,814600,66680,7.488247145735392
17,031,814700,87727,4.220074935910077
17,031,814800,63677,12.37721021611002
17,031,814900,56410,18.245507158087115
17,031,815000,75429,10.132847095597812
17,031,815100,81198,18.225369714642785
17,031,815200,59895,4.388756298064174
17,031,815300,95781,2.798191068400226
17,031,815400,55347,5.9420834900338475
17,031,815500,91583,4.707688371498017
17,031,815600,59338,2.6180886122299527
17,031,815701,148424,0.49543676662320735
17,031,815702,147813,0.8173880735649267
17,031,815800,112667,2.616279069767442
17,031,815900,71587,28.574432296047096
17,031,816000,91458,17.436791630340018
17,031,816100,63315,27.128016085790886
17,031,816200,88622,7.358653431160985
17,031,816300,69922,1.8720427895494753
17,031,816401,68818,0.7710715235309757
17,031,816402,57771,5.220883534136546
17,031,816500,58202,1.5327564894932013
17,031,816600,74070,1.2128146453089244
17,031,816700,56016,4.697508896797153
17,031,816800,78566,24.909682080924856
17,031,816900,93947,60.030472320975115
17,031,817000,68162,67.38257727820152
17,031,817101,58542,83.96501457725948
17,031,817102,58910,83.52739726027397
17,031,817200,55473,73.55169340463458
17,031,817300,63558,53.31241283124128
17,031,817400,91638,19.31190356604721
17,031,817500,58925,55.27377521613833
17,031,817600,52589,78.46820809248555
17,031,817700,80211,76.90052765292164
17,031,817900,60404,78.53617021276595
17,031,818000,51794,36.09438959788105
17,031,818100,121328,9.098979138925877
17,031,818200,99302,36.62728249194414
17,031,818300,74615,51.042963885429636
17,031,818401,67235,31.352057478772043
17,031,818402,88550,20.45028142589118
17,031,818500,105026,9.520463727384506
17,031,818600,105146,1.700251889168766
17,031,818700,114922,1.937483854301214
17,031,818800,111096,1.9462465245597778
17,031,818900,103090,3.587443946188341
17,031,819000,169015,0.47940727827413376
17,031,819100,47316,2.8471528471528473
17,031,819200,80052,4.319880418535127
17,031,819300,89276,2.5185185185185186
17,031,819400,77553,7.734416387073989
17,031,819500,92337,10.817865429234338
17,031,819600,200114,0.7222914072229141
17,031,819700,171719,0.6616750827093854
17,031,819801,206848,0.4650261577213718
17,031,819802,189667,0.0
17,031,819900,218906,0.092109303039607
17,031,820000,250001,0.0
17,031,820101,131694,1.8004501125281318
17,031,820103,86434,2.4304744099088573
17,031,820104,78083,6.448723690103001
17,031,820202,73750,1.9446976602856274
17,031,820203,136694,0.0
17,031,820204,109479,0.0
17,031,820300,55845,1.2302893779241033
17,031,820400,49598,18.043684710351375
17,031,820501,68837,1.7782822550132427
17,031,820502,56037,5.564115733607259
17,031,820603,65922,8.125594671741199
17,031,820604,47577,0.08460236886632826
17,031,820605,56250,44.91721559551362
17,031,820606,96304,3.018867924528302
17,031,820700,67067,0.17067273503057886
17,031,820800,83495,1.1075488195861265
17,031,820901,73603,0.9181636726546906
17,031,820902,103846,0.9443178117876914
17,031,821001,61853,1.9088669950738917
17,031,821002,65513,2.552113773621664
17,031,821101,81912,1.0905349794238683
17,031,821102,81139,1.1113532359991285
17,031,821200,38880,49.727597219613
17,031,821300,51806,35.21271143003588
17,031,821401,51310,92.87288758265981
17,031,821402,66522,86.22222222222223
17,031,821500,28173,87.67772511848341
17,031,821600,79395,48.25486062309675
17,031,821700,96607,13.4375
17,031,821800,88024,20.267430754536772
17,031,821900,100179,14.467379284924439
17,031,822000,56841,1.9306815538497324
17,031,822101,78059,2.7163198247535596
17,031,822102,56963,22.732146686682395
17,031,822200,86299,4.783180026281209
17,031,822301,101413,1.3646288209606987
17,031,822302,77557,6.153846153846154
17,031,822400,56231,2.944111776447106
17,031,822500,89177,4.842840512223516
17,031,822601,94943,0.9900990099009901
17,031,822602,64345,14.25999742831426
17,031,822701,69833,12.110091743119266
17,031,822702,67865,6.272294887039238
17,031,822801,85855,10.269576379974326
17,031,822802,104643,4.327581484524788
17,031,822900,72540,10.412667946257198
17,031,823001,66059,11.124879526366517
17,031,823002,75979,5.50423402617398
17,031,823101,53039,2.524901552003706
17,031,823102,67679,2.6783346592415804
17,031,823200,72196,9.201937249947358
17,031,823302,51951,32.91849255039439
17,031,823303,80500,12.36192714453584
17,031,823304,55948,25.31041069723018
17,031,823400,62517,25.78562204046492
17,031,823500,68355,18.029823768639854
17,031,823602,81772,4.63984425697599
17,031,823603,69881,34.33682373472949
17,031,823604,113073,0.48765620237732393
17,031,823605,99299,6.132075471698113
17,031,823702,79981,12.454780361757106
17,031,823703,67681,3.2184407959117105
17,031,823704,101282,5.224248398225726
17,031,823705,78185,2.7044025157232707
17,031,823801,116797,5.636160714285714
17,031,823803,85109,3.1032563317561928
17,031,823805,69096,1.353135313531353
17,031,823806,60241,4.4016178919819176
17,031,823901,120227,4.0049751243781095
17,031,823903,124348,2.254816112084063
17,031,823904,107052,0.07573844988639232
17,031,824003,111438,0.25020850708924103
17,031,824004,104620,1.467197652483756
17,031,824005,141287,0.4522525656635937
17,031,824006,150469,3.143189755529686
17,031,824105,115000,1.4953522834433517
17,031,824106,104886,4.346495255586165
17,031,824107,94178,4.535666218034994
17,031,824113,114318,3.401462031926003
17,031,824114,143071,3.5228795711277043
17,031,824115,70179,2.066929133858268
17,031,824116,74060,5.908667287977633
17,031,824119,103354,6.114028507126782
17,031,824121,93380,1.1594202898550725
17,031,824122,125690,2.662173546756529
17,031,824123,97852,5.831589958158996
17,031,824124,65250,21.760055001718804
17,031,824125,117917,1.8005851901868108
17,031,824126,168194,0.055391432791728215
17,031,824127,116087,1.9745063734066486
17,031,824128,97778,6.276715410573678
17,031,824129,95953,4.540991654393716
17,031,824300,59423,91.35146186873851
17,031,824400,43750,21.88679245283019
17,031,824503,79948,10.578647106764466
17,031,824505,73739,3.701418877236274
17,031,824507,88889,3.8356164383561646
17,031,824508,69857,4.830614805520702
17,031,824509,116310,5.799373040752351
17,031,824601,88598,3.684335631091039
17,031,824602,86560,11.166742527689273
17,031,824701,51458,8.691959229898075
17,031,824702,59918,11.229656419529837
17,031,824800,58312,20.902845927379783
17,031,824900,46458,51.6260162601626
17,031,825000,69591,14.973869575096568
17,031,825200,83846,14.78396668401874
17,031,825302,101429,8.644005847953217
17,031,825303,78814,6.88360450563204
17,031,825304,92039,0.3101145038167939
17,031,825400,91881,6.324972737186478
17,031,825501,63603,89.29546695794647
17,031,825503,63104,86.04312739780394
17,031,825504,64360,88.7647423960273
17,031,825505,69785,86.17658062102507
17,031,825600,52734,72.35558889722431
17,031,825700,53397,65.3922542204568
17,031,825801,41100,85.75986078886311
17,031,825802,70346,89.29410139522034
17,031,825803,63966,83.64867210553723
17,031,825900,60833,61.185357350377686
17,031,826000,60668,31.277533039647576
17,031,826100,50918,66.0919540229885
17,031,826201,41614,83.6591086786552
17,031,826202,59767,48.339809254680326
17,031,826301,65679,88.8659793814433
17,031,826303,77151,93.25287986834887
17,031,826304,50000,85.71428571428571
17,031,826401,52043,95.08540605334133
17,031,826402,49803,88.86279115286749
17,031,826500,53235,91.85568851580639
17,031,826600,41411,82.57389162561576
17,031,826700,48014,93.16628701594533
17,031,826800,57702,31.50546337515176
17,031,826901,30215,73.4375
17,031,826902,39808,64.41717791411043
17,031,827000,43569,90.82082965578111
17,031,827100,34882,70.9854927463732
17,031,827200,55116,61.019322318678235
17,031,827300,30547,63.6902242911553
17,031,827400,35030,81.08594030924128
17,031,827500,63619,33.40168603326498
17,031,827600,38803,93.89736477115119
17,031,827700,47574,80.21812711545694
17,031,827801,76717,66.76792223572296
17,031,827802,90246,85.77023498694517
17,031,827804,65238,75.23872242344419
17,031,827805,84250,84.9149338374291
17,031,827901,103958,87.65495867768594
17,031,827902,59826,51.05056568921727
17,031,828000,65227,30.92400859542879
17,031,828100,65190,44.766146993318486
17,031,828201,66514,54.20962199312714
17,031,828202,62917,55.1368578927634
17,031,828300,55375,45.59111691704768
17,031,828401,77143,33.83137673425827
17,031,828402,52768,52.85754904748365
17,031,828503,53438,71.85306504445485
17,031,828504,49692,61.130611490855344
17,031,828505,97463,57.75838182321973
17,031,828507,81611,61.83957732949087
17,031,828508,47321,67.96092796092796
17,031,828601,96006,28.23958096105671
17,031,828602,101371,56.63573085846868
17,031,828701,68785,62.559672652875655
17,031,828702,69342,61.140550088316935
17,031,828801,112774,40.044971381847915
17,031,828802,76591,35.731857318573184
17,031,828900,57174,48.92544441496418
17,031,829000,30610,93.32688588007737
17,031,829100,38077,19.662921348314608
17,031,829200,53368,30.16183531922461
17,031,829301,82128,45.049019607843135
17,031,829302,60153,48.86052871467639
17,031,829401,51161,77.9535864978903
17,031,829402,58244,65.65231466494012
17,031,829500,52115,29.126944305067738
17,031,829600,60878,17.27453580901857
17,031,829700,54145,58.7465564738292
17,031,829800,135212,52.97141993044004
17,031,829902,90071,90.53130665179194
17,031,829903,80795,83.8495575221239
17,031,829904,80810,49.591934709553534
17,031,830001,45331,4.405086285195277
17,031,830003,115250,89.53020134228188
17,031,830004,105768,85.69973814373
17,031,830005,77589,78.05676855895196
17,031,830006,-666666666,69.17549167927383
17,031,830007,56836,90.68122094198505
17,031,830008,108780,84.90788852149268
17,031,830100,78229,81.33791809940605
17,031,830201,40403,88.78058896723351
17,031,830202,86064,63.973684210526315
17,031,830300,39488,77.73607269853812
17,031,830400,59036,71.49285336156697
17,031,830500,59116,0.8105369807497468
17,031,830600,59364,17.794486215538846
17,031,830700,64330,39.65638973876206
17,031,830800,75500,4.803312629399586
17,031,830900,121813,2.367264119039567
17,031,831000,177500,1.6636690647482015
17,031,831100,96318,1.6965651508830484
17,031,831200,55326,7.494692144373673
17,031,831300,43144,21.598639455782312
17,031,831400,33210,50.81026333558406
17,031,831500,76914,9.484322363306557
17,031,831600,63839,7.93518903199003
17,031,831700,44653,2.7428057553956835
17,031,831800,80471,3.308916393028542
17,031,831900,125139,2.277163305139883
17,031,832000,128828,3.0570252792475014
17,031,832100,79985,28.368596881959913
17,031,832200,150682,2.8917910447761193
17,031,832300,119886,8.152734778121776
17,031,832400,132226,5.53681843732434
17,031,832500,142500,4.699420201403723
17,031,832600,201563,0.9199632014719411
17,031,832900,75878,2.581261950286807
17,031,833000,192608,3.827239683557836
17,031,833100,160114,6.352579997638447
17,031,833300,85096,4.206999255398362
17,031,833900,39602,47.06973293768546
17,031,834000,39194,93.03604153940135
17,031,834200,57270,99.54297767621726
17,031,834300,52973,93.17814419657292
17,031,834400,33768,72.06192821956368
17,031,834500,48393,93.00254452926208
17,031,834600,26304,93.31506849315069
17,031,834700,34250,83.18452380952381
17,031,834800,20771,92.03802733214498
17,031,834900,18500,96.57458563535911
17,031,835000,33857,35.68210488376284
17,031,835100,47049,12.494642091727389
17,031,835200,79875,7.820738137082602
17,031,835500,18304,83.56066044508256
17,031,835600,13438,93.05740987983978
17,031,835800,79868,88.66090712742981
17,031,836000,77292,91.3633355393779
17,031,836100,20948,89.60043787629995
17,031,836200,146250,8.952603861907548
17,031,836300,64722,45.75688073394495
17,031,836400,24764,85.30266983875231
17,031,836500,30944,86.39947437582128
17,031,836600,80763,15.868131868131869
17,031,836700,51434,82.44914240127642
17,031,836800,19453,95.18026565464895
17,031,836900,25650,91.92577733199599
17,031,837000,41023,78.83884970157352
17,031,837100,48880,49.306930693069305
17,031,837300,18949,94.27435387673955
17,031,837400,51250,78.49954254345836
17,031,837800,58681,62.4
17,031,838000,26673,61.73717708723324
17,031,838100,26000,55.096602265156555
17,031,838200,83929,26.826608505997818
17,031,838300,112381,24.44623439387837
17,031,838600,18537,72.99077733860344
17,031,838700,21834,78.64597270537864
17,031,838800,29120,63.37984496124031
17,031,839000,110306,9.048086359175663
17,031,839100,122978,11.42579312021393
17,031,839200,43090,56.88421052631579
17,031,839500,-666666666,53.769401330376944
17,031,839600,65062,85.44529262086515
17,031,839700,83498,3.576688407321692
17,031,839800,77560,4.470323065364388
17,031,839900,100217,1.7770952172005263
17,031,840000,105481,0.943040362127499
17,031,840100,66765,0.6944444444444444
17,031,840200,41359,0.3639672429481347
17,031,840300,65909,2.633022490400439
17,031,840400,71667,0.0
17,031,840700,97727,3.740458015267176
17,031,840800,45326,1.596071209330878
17,031,841000,103750,34.66898954703833
17,031,841100,48542,3.5050071530758222
17,031,841200,60498,2.492070684186679
17,031,841300,79744,4.771832290942784
17,031,841500,26950,91.35673127291776
17,031,841700,24663,33.773087071240106
17,031,841800,45294,81.84549356223177
17,031,841900,131803,15.259903058666222
17,031,842000,116875,38.797423049391554
17,031,842100,50907,48.05907172995781
17,031,842200,102036,8.661854525263744
17,031,842300,167407,14.297385620915032
17,031,842400,72616,94.04427814156533
17,031,842500,27955,93.54838709677419
17,031,842600,90521,7.048458149779736
17,031,842800,49020,0.6920415224913495
17,031,842900,19304,59.017412935323385
17,031,843000,23587,94.16423509795749
17,031,843100,46659,75.83120204603581
17,031,843200,66172,6.686541737649063
17,031,843300,41250,69.27480916030534
17,031,843400,32404,56.74110835401158
17,031,843500,52875,64.48180463928496
17,031,843600,55250,89.24477410654079
17,031,843700,191384,2.8536485935589075
17,031,843800,32095,41.44692359702501
17,031,843900,56926,86.21621621621621
17,031,844600,54565,90.10989010989012
17,031,844700,51298,76.78265830005705
17,031,980000,-666666666,
17,031,980100,-666666666,
17,031,990000,-666666666,
