State,County,Tract,Median Household Income,Black Population Percentage
17,031,140701,92212,4.046822742474916
17,031,140702,73571,3.1407035175879394
17,031,140800,97722,0.14488087572440436
17,031,150200,91038,2.409472669695718
17,031,150300,86290,1.6364136413641366
17,031,150401,77908,1.165954139137194
17,031,150402,97986,5.095057034220532
17,031,150501,122434,0.9340944473274521
17,031,150502,72500,2.6815077156589933
17,031,150600,81923,1.8233483305706844
17,031,150700,100862,1.2800359308331462
17,031,150800,85714,2.8706083976006855
17,031,151001,93879,0.0
17,031,151002,75893,1.4309076042518398
17,031,151100,77521,1.0831650449788874
17,031,151200,88939,0.3943800838057678
17,031,160100,107137,0.0
17,031,160200,124364,3.575685339690107
17,031,160300,77721,5.6716417910447765
17,031,160400,72325,4.389866563527364
17,031,160501,73946,15.565749235474005
17,031,160502,100147,2.6919242273180455
17,031,160601,83333,1.1322011322011323
17,031,160602,84955,2.528613255256854
17,031,160700,92614,4.485235434956105
17,031,160800,82691,0.6493506493506493
17,031,160900,114861,3.0991735537190084
17,031,161000,102159,1.7623363544813697
17,031,161100,158393,8.843873517786562
17,031,161200,70391,4.524886877828054
17,031,161300,53969,1.0347572300344918
17,031,170100,46571,3.891625615763547
17,031,170200,105855,0.10660980810234541
17,031,170300,85774,0.0
17,031,170400,103016,5.038856856354976
17,031,170500,87786,2.0151133501259446
17,031,170600,76346,1.3253012048192772
17,031,170700,82868,0.36809815950920244
17,031,170800,64769,8.231479171863308
17,031,170900,68500,0.0
17,031,171000,81950,5.696295211597598
17,031,171100,92383,2.973434072629783
17,031,180100,83920,5.34841075794621
17,031,190100,61250,2.9084687767322497
17,031,190200,80576,7.0843291225674285
17,031,190300,69309,5.010398941198714
17,031,190401,92639,4.879825200291333
17,031,190402,56523,0.6331699346405228
17,031,190601,71176,4.189663823381837
17,031,190602,61308,2.250630176449406
17,031,190701,64063,1.9047619047619049
17,031,190702,50457,6.862120246441471
17,031,190800,52404,4.364357745081832
17,031,190900,61500,8.132691278758694
17,031,191000,63611,2.2300469483568075
17,031,191100,50513,3.593444594797775
17,031,191200,57292,3.76158940397351
17,031,191301,55759,4.989445403953176
17,031,191302,55072,4.7533228204550575
17,031,200100,68393,1.0911074740861975
17,031,200200,64583,3.1341600901916573
17,031,200300,50515,11.52197213290461
17,031,200401,70046,7.775821596244131
17,031,200402,77288,1.439274447949527
17,031,210100,107717,2.503576537911302
17,031,210400,63077,3.331995182657567
17,031,210501,61678,2.8611304954640615
17,031,210502,74855,2.470534904805077
17,031,210601,93547,1.9162526614620299
17,031,210602,102625,4.195323246217331
17,031,210700,93026,1.530612244897959
17,031,210800,96579,1.926444833625219
17,031,210900,109844,3.497164461247637
17,031,220300,100461,4.504504504504505
17,031,220400,114803,4.382022471910112
17,031,220500,94867,5.088967971530249
17,031,220601,120427,6.176853055916775
17,031,220602,61875,7.761816496756256
17,031,220701,75625,4.127396815079623
17,031,220702,79969,4.420308158625915
17,031,220901,62917,14.271844660194175
17,031,220902,73239,1.9411396368190357
17,031,221000,82102,4.9786075457020615
17,031,221100,87478,7.419638925583444
17,031,221200,128243,12.879581151832461
17,031,221300,81264,5.944868814347393
17,031,221400,104583,3.892312682452157
17,031,221500,62500,13.15504156125768
17,031,221600,135236,1.2983180879315432
17,031,222200,184727,4.057066428889879
17,031,222500,147582,6.062670299727521
17,031,222600,90313,5.037313432835821
17,031,222700,80391,6.31244323342416
17,031,222800,84239,16.82509505703422
17,031,222900,100847,11.257606490872211
17,031,230100,90833,17.90953545232274
17,031,230200,72083,8.902377339403136
17,031,230300,58696,16.132596685082873
17,031,230400,51495,1.559546313799622
17,031,230500,28413,8.7987012987013
17,031,230600,55304,27.425643310682858
17,031,230700,32576,12.004157283907848
17,031,230800,68485,5.344995140913508
17,031,230900,70926,10.932082398531511
17,031,231100,60333,66.96035242290749
17,031,231200,39917,76.95148564713782
17,031,231500,37237,67.98071957307627
17,031,240200,166458,1.780264496439471
17,031,240300,161125,1.650943396226415
17,031,240500,171962,1.033797216699801
17,031,240600,157938,6.162294081757169
17,031,240700,102102,10.281517747858016
17,031,240800,130278,4.121621621621622
17,031,240900,76429,10.612991765782251
17,031,241000,90185,5.970982142857143
17,031,241100,92927,8.21917808219178
17,031,241200,131875,6.9493521790341575
17,031,241300,167292,6.514830508474577
17,031,241400,178434,6.106733524355301
17,031,241500,173393,0.9210060219624512
17,031,241600,111458,0.9420076538121873
17,031,242000,145583,23.02421196893559
17,031,242100,179015,0.47157453497511137
17,031,242200,164025,3.687095166915795
17,031,242300,104397,2.102496714848883
17,031,242400,103095,1.7375231053604434
17,031,242500,81875,7.956989247311828
17,031,242600,79583,18.269230769230766
17,031,242700,61964,13.554708764289602
17,031,242800,139500,0.41379310344827586
17,031,242900,143750,4.330708661417323
17,031,243000,113125,0.9446693657219973
17,031,243100,114464,2.0842982862436314
17,031,243200,136094,8.02919708029197
17,031,243300,128375,2.2319474835886215
17,031,243400,124773,2.490617536676902
17,031,243500,160370,14.035471863367638
17,031,250200,49327,46.476565060635856
17,031,250300,47550,63.06771263418662
17,031,250400,46709,75.45800834391439
17,031,250500,119514,24.004056207446038
17,031,250600,65486,80.18494055482167
17,031,250700,44624,73.89421589854625
17,031,250800,63047,84.88674340883773
17,031,251000,31690,70.72463768115942
17,031,251100,38350,70.13644366197182
17,031,251200,46483,68.046875
17,031,251300,38920,84.6795523906409
17,031,251400,22029,84.42887931034483
17,031,251500,40077,75.5781683626272
17,031,251600,35417,67.39228007181327
17,031,251700,52763,74.05112316034082
17,031,251800,30341,91.86886460455639
17,031,251900,26300,92.21392056626033
17,031,252000,29596,85.62143310082435
17,031,252101,35574,93.8337801608579
17,031,252102,47255,75.42735042735043
17,031,252201,47979,93.9840392879067
17,031,252202,41167,95.38928210313448
17,031,260100,18906,91.33858267716536
17,031,260200,45857,86.36363636363636
17,031,260300,20739,85.56975505857295
17,031,260400,-666666666,86.26198083067092
17,031,260500,39102,98.98132427843804
17,031,260600,47708,95.78815679733111
17,031,260700,42917,96.25984251968504
17,031,260800,39696,92.50374812593704
17,031,260900,19417,86.60251665433013
17,031,261000,45086,93.95943562610229
17,031,270500,19717,98.98550724637681
17,031,271200,32401,88.07803468208093
17,031,271300,23900,88.58921161825725
17,031,271400,40670,74.02501839587933
17,031,271500,42171,84.28571428571429
17,031,271800,58167,95.42682926829268
17,031,280100,136378,2.1345407503234153
17,031,280400,44414,79.2691496837667
17,031,280800,21103,79.92957746478874
17,031,280900,47784,77.18360071301248
17,031,281900,135243,5.467476663209364
17,031,282700,79330,36.914846188140885
17,031,282800,81286,5.674232309746328
17,031,283100,44129,20.96005862953463
17,031,283200,57055,51.82397220613781
17,031,283800,77422,59.3607305936073
17,031,290900,34349,97.57132751709503
17,031,291200,24120,95.8079268292683
17,031,291600,120207,10.146955913226034
17,031,292200,33736,81.96850393700788
17,031,292400,41875,77.84702549575071
17,031,292500,52500,78.38774920543196
17,031,300500,50329,5.401234567901234
17,031,300600,48915,12.623066104078761
17,031,300700,46554,2.7969108745564597
17,031,300800,29684,0.0
17,031,300900,32766,0.025400050800101596
17,031,301100,34608,3.9435450394354503
17,031,301200,50040,17.62334421194087
17,031,301600,28442,3.6341238065906993
17,031,301701,52115,0.0
17,031,301702,43632,0.0
17,031,301801,35779,0.048947626040137054
17,031,301802,33668,0.41936713686618377
17,031,301803,36020,0.0
17,031,310200,133382,5.0438596491228065
17,031,310300,66683,2.941176470588235
17,031,310400,77991,1.4423076923076923
17,031,310500,58321,0.7504690431519699
17,031,310600,73508,2.0931071815229156
17,031,310700,62647,9.379615952732644
17,031,310800,63779,0.7770343190157565
17,031,310900,78287,3.968253968253968
17,031,320101,119616,5.571510626076967
17,031,320102,162021,3.9233744704365443
17,031,320400,162143,13.81491344873502
17,031,320600,108320,10.300850228907784
17,031,330101,177254,2.893634005188585
17,031,330102,112762,26.713112197150878
17,031,330103,125175,29.06386495100933
17,031,330200,128000,29.554043839758126
17,031,340300,47519,0.0
17,031,340400,49309,7.546012269938649
17,031,340500,57720,6.033376123234917
17,031,340600,19348,82.23234624145786
17,031,350100,61620,29.274292742927425
17,031,350400,22292,94.59763646595385
17,031,351000,54688,79.52353942144073
17,031,351100,18220,89.76851851851852
17,031,351400,-666666666,70.74569789674953
17,031,351500,63235,69.02748414376322
17,031,360200,26638,97.66746411483254
17,031,380100,-666666666,93.62033195020747
17,031,380200,25167,84.44573418456181
17,031,380600,25455,84.04968944099379
17,031,381200,44757,93.54669464847849
17,031,381400,34300,84.08668730650155
17,031,381500,23288,94.32835820895522
17,031,381700,-666666666,
17,031,381800,46813,86.37896156439649
17,031,381900,58803,85.68249258160238
17,031,390100,65833,80.47464940668824
17,031,390200,104441,66.85032139577594
17,031,390300,19475,83.4084084084084
17,031,390400,27232,88.77238968982088
17,031,390500,58194,57.417893544733865
17,031,390600,76806,45.94298245614035
17,031,390700,67832,53.18376773342132
17,031,400300,84293,91.55033063923585
17,031,400400,40066,91.96914700544465
17,031,400500,22463,97.91192103264996
17,031,400800,21029,99.13294797687861
17,031,410100,51471,41.27054642381164
17,031,410200,51739,29.195940671350506
17,031,410500,70833,50.48458149779735
17,031,410600,39461,18.141396176078256
17,031,410700,45972,21.763085399449036
17,031,410800,58396,19.446366782006923
17,031,410900,71315,23.0791040544372
17,031,411000,52596,33.90994657847876
17,031,411100,123750,4.271356783919598
17,031,411200,111058,6.755934266585514
17,031,420100,21275,94.65930018416206
17,031,420200,30461,62.69487750556792
17,031,420300,38583,33.66733466933868
17,031,420400,32938,47.40015071590053
17,031,420500,25298,96.96078431372548
17,031,420600,34643,88.47164851671047
17,031,420700,24785,93.49164467897977
17,031,420800,44375,88.0275624461671
17,031,421200,41910,95.21651560926485
17,031,430101,32264,98.01038062283737
17,031,430102,50625,90.03387916431394
17,031,430200,33183,87.46104491292392
17,031,430300,36467,97.24243584833397
17,031,430400,36917,90.59686562187396
17,031,430500,28528,96.85729005667181
17,031,430600,54375,91.11812443642921
17,031,430700,30561,92.10992907801419
17,031,430800,45221,100.0
17,031,430900,38173,97.67995240928019
17,031,431200,57845,97.99916631929972
17,031,431301,36867,92.77074542897327
17,031,431302,32031,87.69799366420274
17,031,431400,37122,89.0284203569068
17,031,440101,28877,95.91068740592073
17,031,440102,40565,97.10843373493975
17,031,440201,34355,98.44160104986877
17,031,440202,31537,95.91024249004705
17,031,440300,46747,90.25806451612904
17,031,440600,58631,95.53349875930522
17,031,440700,77300,85.20302821748106
17,031,440800,35292,96.11081513052744
17,031,440900,39730,89.56668068994531
17,031,450300,51990,95.49263218722912
17,031,460100,47790,78.22641509433961
17,031,460200,28487,39.41489361702128
17,031,460301,31831,68.17184070241456
17,031,460302,50056,81.83760683760684
17,031,460400,68475,95.70885388375882
17,031,460500,68207,94.43029917250159
17,031,460800,32654,63.59689213893967
17,031,461000,17182,71.84249628528974
17,031,470100,45855,90.026714158504
17,031,480100,72171,98.4266543267006
17,031,480200,54338,93.4720908230842
17,031,480300,57839,97.43589743589743
17,031,480400,83567,98.96269698783163
17,031,480500,46250,84.44036697247707
17,031,490200,63175,91.84782608695652
17,031,490500,67135,93.74647887323944
17,031,490600,63947,85.82295988934993
17,031,490700,44792,99.10532736884913
17,031,490800,51591,97.24696356275304
17,031,490901,35038,100.0
17,031,490902,67428,99.19097296146477
17,031,491000,22438,97.1319871232075
17,031,491100,68155,93.43638525564803
17,031,491200,53586,89.54451345755695
17,031,491300,40700,98.6860628812764
17,031,491400,36480,92.01101928374655
17,031,500100,71108,97.92633859486227
17,031,500200,38451,85.36318951392681
17,031,500300,48469,31.77257525083612
17,031,510100,56806,12.06375377851058
17,031,510200,55417,72.34787291330103
17,031,510300,30607,99.26724137931035
17,031,520100,57446,0.921435499515034
17,031,520200,58438,1.1500547645125958
17,031,520300,50276,2.0928270042194095
17,031,520400,49505,1.684498065103574
17,031,520500,87381,0.5801585766776253
17,031,520600,99688,1.9350127783862723
17,031,530100,38027,42.76762402088773
17,031,530200,41464,82.07893529141809
17,031,530300,53574,95.75200918484501
17,031,530400,80147,92.44482173174873
17,031,530501,39632,95.87729581867917
17,031,530502,63621,100.0
17,031,530503,47262,94.2092011902037
17,031,530600,38304,96.89727463312369
17,031,540101,16712,92.4439461883408
17,031,540102,28711,98.7190944295502
17,031,550100,-666666666,18.206740848250284
17,031,550200,70197,4.107648725212465
17,031,560100,59286,19.314641744548286
17,031,560200,46979,44.82507288629737
17,031,560300,56250,4.709321208184476
17,031,560400,77125,0.0
17,031,560700,78411,0.027901785714285712
17,031,560800,103098,0.0
17,031,560900,117188,0.03897875657766517
17,031,561000,106375,0.0
17,031,561100,95926,0.20380434782608695
17,031,570100,52212,0.49261083743842365
17,031,570200,-666666666,0.0
17,031,570300,50641,0.016803898504453033
17,031,570400,75125,0.11682242990654204
17,031,570500,77772,0.0
17,031,580100,51111,7.137490608564989
17,031,580200,39865,0.0
17,031,580300,61974,1.1288439081354613
17,031,580400,55355,1.4126712328767121
17,031,580501,45854,2.480916030534351
17,031,580502,46853,0.22303325223033255
17,031,580600,59631,4.350240651610514
17,031,580700,57269,2.0205312041714194
17,031,580800,63333,0.0
17,031,590500,69697,5.921052631578947
17,031,590600,65192,3.120902176763703
17,031,590700,76667,0.8579272477693892
17,031,600400,62599,6.838253848094878
17,031,600600,60625,0.0
17,031,600700,65342,0.0
17,031,600900,68526,6.61666220198232
17,031,610300,38984,8.941798941798943
17,031,610400,37480,5.13771186440678
17,031,610800,86705,0.0
17,031,611200,32793,17.664092664092664
17,031,611300,45283,11.704312114989733
17,031,611400,29194,0.027878449958182325
17,031,611500,40960,9.929728078215705
17,031,611600,-666666666,58.44611528822055
17,031,611700,21701,30.644288034650785
17,031,611800,-666666666,28.636779505946937
17,031,611900,34000,60.42334830019244
17,031,612000,47300,61.655277145026574
17,031,612100,27583,59.03732809430255
17,031,612200,41514,30.838079739625712
17,031,620100,68438,1.1671529804085035
17,031,620200,62250,0.0
17,031,620300,67292,0.5225988700564972
17,031,620400,53575,0.7929515418502203
17,031,630300,51920,1.7758579313654907
17,031,630400,39828,1.782442112277195
17,031,630500,48986,0.03339455668725998
17,031,630600,51643,5.753823743627094
17,031,630800,68558,1.6349630561232513
17,031,630900,41600,7.804777594728171
17,031,640100,51579,1.1869436201780417
17,031,640300,79750,3.059301145425547
17,031,640400,90142,2.2665457842248413
17,031,640500,72813,1.1616650532429817
17,031,640600,79231,1.4230856110232664
17,031,640700,72297,1.8971061093247588
17,031,640800,38365,0.9302325581395349
17,031,650100,59966,1.0601471224578105
17,031,650200,92357,0.5685757869920954
17,031,650301,59569,0.760847213654123
17,031,650302,60739,2.366026289180991
17,031,650400,72308,2.075360612304975
17,031,650500,66818,13.176244289492667
17,031,660301,24628,29.131175468483818
17,031,660302,44329,12.120555073720729
17,031,660400,44297,1.9283746556473829
17,031,660500,42247,4.248366013071895
17,031,660600,36729,38.89553769875192
17,031,660700,33347,89.30117501546073
17,031,660800,41099,51.23456790123457
17,031,660900,41032,68.76220919907654
17,031,661000,46066,66.00294985250737
17,031,661100,78778,31.269134428054553
17,031,670100,24583,65.8288043478261
17,031,670200,34459,98.75690607734806
17,031,670300,30179,76.72672672672672
17,031,670400,32083,74.56683168316832
17,031,670500,30313,78.98406374501991
17,031,670600,37621,66.35434412265758
17,031,670700,35500,55.86080586080586
17,031,670800,39297,96.67318982387475
17,031,670900,29906,69.58266452648475
17,031,671100,15159,100.0
17,031,671200,40286,77.26190476190476
17,031,671300,28056,87.08509354254677
17,031,671400,26080,59.43033102386451
17,031,671500,34167,87.21837088388214
17,031,671600,21063,93.09537741369222
17,031,671800,34470,84.8404255319149
17,031,671900,-666666666,65.57059961315281
17,031,672000,38654,83.42943854324734
17,031,680500,39306,70.28493894165535
17,031,680600,50330,99.49066213921901
17,031,680900,22846,91.74157303370787
17,031,681000,-666666666,95.12407488027861
17,031,681100,32583,98.86128364389234
17,031,681200,17338,85.71428571428571
17,031,681300,17500,95.69522169608265
17,031,681400,51531,93.82650345928685
17,031,690300,35319,95.00651324359531
17,031,690400,40722,97.21458046767538
17,031,690500,56203,100.0
17,031,690900,41131,95.22184300341297
17,031,691000,78375,96.7984934086629
17,031,691100,57542,99.23690600069372
17,031,691200,35551,97.68145161290323
17,031,691300,42708,98.15608919382505
17,031,691400,38816,90.11477230655312
17,031,691500,22363,94.6174142480211
17,031,700100,78803,59.1636551368095
17,031,700200,80096,14.735772357723578
17,031,700301,74207,4.849771391247551
17,031,700302,83086,13.776445110777944
17,031,700401,81065,50.83628176262464
17,031,700402,85208,59.789288849868306
17,031,700501,66979,81.98019801980197
17,031,700502,87543,83.64332603938732
17,031,710100,23500,91.61793372319687
17,031,710200,28091,97.21400394477317
17,031,710300,54444,94.06657018813314
17,031,710400,44858,92.81933662667608
17,031,710500,39943,89.20968925862492
17,031,710600,35865,88.19767441860465
17,031,710700,31473,98.00703399765534
17,031,710800,30461,98.39065255731923
17,031,710900,45663,96.88516968851697
17,031,711000,58030,93.27864514421805
17,031,711100,46667,96.83048433048434
17,031,711200,58444,84.10351201478743
17,031,711300,70223,92.21260815822002
17,031,711400,53929,93.69501466275659
17,031,711500,57422,95.92846270928462
17,031,720100,151613,31.21661721068249
17,031,720200,118836,48.74298267024652
17,031,720300,145250,28.555617044825677
17,031,720400,116406,11.217948717948719
17,031,720500,110625,1.9094380796508457
17,031,720600,148450,21.236559139784948
17,031,720700,118227,60.63795853269538
17,031,730100,65944,94.90445859872611
17,031,730201,62083,93.54611179686123
17,031,730202,78819,97.54283866795991
17,031,730300,49271,97.88867562380038
17,031,730400,91284,95.11056511056512
17,031,730500,61742,99.7039230199852
17,031,730600,75462,97.6470588235294
17,031,730700,54531,99.16958041958041
17,031,740100,109583,0.6504065040650406
17,031,740200,118444,1.2822493434265412
17,031,740300,122063,0.0
17,031,740400,93194,5.320088300220751
17,031,750100,52109,90.51155115511551
17,031,750200,75250,61.03151862464183
17,031,750300,119000,5.89159465828751
17,031,750400,104009,24.121863799283155
17,031,750500,52880,62.80193236714976
17,031,750600,56504,93.86056191467222
17,031,760801,73618,5.150487494701145
17,031,760802,81167,1.9169329073482428
17,031,760803,63155,10.725735937044593
17,031,770201,85538,2.478929102627665
17,031,770202,78727,0.39499670836076367
17,031,770300,88614,5.1278388801599775
17,031,770400,88983,2.5675675675675675
17,031,770500,54522,0.6627218934911243
17,031,770601,92569,1.028695181375203
17,031,770602,80568,1.0902747492368077
17,031,770700,65300,0.9170305676855894
17,031,770800,74557,1.0046769443963277
17,031,770901,102955,0.2710592160133445
17,031,770902,81250,0.41928721174004197
17,031,800100,250001,2.1546261089987326
17,031,800200,214779,2.1183800623052957
17,031,800300,250001,0.0
17,031,800400,250001,0.0
17,031,800500,250001,0.03586800573888092
17,031,800600,250001,0.0
17,031,800700,250001,0.9484536082474228
17,031,800800,110156,0.4719004719004719
17,031,800900,137802,0.4376871688551025
17,031,801000,146890,0.0
17,031,801100,231919,0.019821605550049554
17,031,801200,243333,0.0
17,031,801300,142500,0.8992805755395683
17,031,801400,164120,5.6356487549148095
17,031,801500,133224,3.706612219255536
17,031,801601,98328,7.1218629889215475
17,031,801603,68594,13.779423432954244
17,031,801605,179425,0.38454815591679775
17,031,801606,158309,0.8717811158798282
17,031,801607,139865,1.8425169476794716
17,031,801608,134179,1.014584654407102
17,031,801701,220469,0.0
17,031,801702,190288,0.0
17,031,801800,167619,3.7245489157424267
17,031,801901,105766,0.7106831728564879
17,031,801902,191319,0.0
17,031,802002,139904,1.182364729458918
17,031,802003,135625,7.071911005164878
17,031,802004,39560,2.1811521811521812
17,031,802100,163681,0.9416195856873822
17,031,802200,168105,0.4456147457970428
17,031,802300,121533,0.5719237435008666
17,031,802402,79841,1.9749835418038184
17,031,802403,77471,0.0
17,031,802404,67905,2.215696743192739
17,031,802503,103365,1.1623299432043324
17,031,802504,92541,1.0958503798947983
17,031,802505,69221,2.9194788887144876
17,031,802506,92829,0.9932459276916964
17,031,802605,120580,0.4149377593360996
17,031,802607,126429,0.0
17,031,802608,88346,3.7776668330837078
17,031,802609,58711,0.3429996881821017
17,031,802610,127415,1.2588116817724069
17,031,802701,125370,2.9244388239013595
17,031,802702,116136,1.9234582589728335
17,031,802801,131918,2.4098955001066327
17,031,802802,109038,0.6431852986217458
17,031,802900,158750,0.0
17,031,803005,104306,1.1847463902258424
17,031,803007,106316,1.8073447413958852
17,031,803008,145100,2.5587684626586227
17,031,803010,114347,2.3474178403755865
17,031,803012,85000,2.234359483614697
17,031,803013,105841,2.7777777777777777
17,031,803014,76045,2.192850705917693
17,031,803015,102961,0.2890173410404624
17,031,803016,119188,4.921875
17,031,803017,98125,0.7183673469387755
17,031,803100,152682,0.580046403712297
17,031,803200,99556,0.09952229299363058
17,031,803300,115946,2.1851128086693907
17,031,803400,140000,7.071905114899926
17,031,803500,144036,0.4132973944294699
17,031,803603,191691,0.9941878250229429
17,031,803604,88377,2.9028571428571426
17,031,803605,100506,7.499253062443979
17,031,803607,118224,0.8949059201468563
17,031,803608,129358,5.499383477188656
17,031,803611,68958,8.809338521400779
17,031,803612,66000,14.09221902017291
17,031,803613,73333,2.4158314058082753
17,031,803614,50865,6.634499396863691
17,031,803615,89960,5.006364022061943
17,031,803616,91968,9.876801002296931
17,031,803701,81581,1.1293260473588342
17,031,803702,109779,3.3799155021124476
17,031,803800,121167,1.033902380379899
